date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:10:19	3833/3833	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-ef9%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/samples/register.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/samples/register.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:19	2647/2647	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-a57%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/samples/error-404.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/samples/error-404.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:19	2622/2622	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-a3e%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/samples/error-500.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/samples/error-500.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:19	920/920	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226142c459-398%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/circle.svg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/circle.svg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:20	21936/21936	---M--	200	added ('OK')	image/jpeg	etag:%226142c459-55b0%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_1.jpg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_1.jpg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:20	24674/24674	---M--	200	added ('OK')	image/jpeg	etag:%226142c459-6062%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_4.jpg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_4.jpg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:21	21375/21375	---M--	200	added ('OK')	image/jpeg	etag:%226142c459-537f%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_2.jpg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_2.jpg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:21	33360/33360	---M--	200	added ('OK')	image/jpeg	etag:%226142c459-8250%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_3.jpg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/dashboard/img_3.jpg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:22	185673/185673	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-2d549%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/vendors/js/vendor.bundle.base.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/vendors/js/vendor.bundle.base.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:22	156721/156721	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-26431%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/vendors/chart.js/Chart.min.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/vendors/chart.js/Chart.min.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:22	3121/3121	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-c31%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/js/jquery.cookie.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/js/jquery.cookie.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:23	185/185	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-b9%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/js/off-canvas.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/js/off-canvas.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:23	901/901	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-385%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/js/hoverable-collapse.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/js/hoverable-collapse.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:23	5993/5993	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-1769%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/js/misc.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/js/misc.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:23	19253/19253	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-4b35%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/js/dashboard.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/js/dashboard.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:24	972/972	---MCZ	200	added ('OK')	application/javascript	etag:W/%226142c459-3cc%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/js/todolist.js	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/js/todolist.js	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
